id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality,sheet,is_higher_official,is_core_section,second_nationality,age,age_group
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1923,6,23,1923,9,22,US-American,core_only,False,True,,37,30-40
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1924,6,16,1924,9,15,US-American,core_only,False,True,,38,30-40
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1925,6,20,1925,9,20,US-American,core_only,False,True,,39,30-40
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1926,7,1,1926,9,30,US-American,core_only,False,True,,40,30-40
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1927,6,27,1927,9,15,US-American,core_only,False,True,,41,40-50
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1928,6,19,1928,9,12,US-American,core_only,False,True,,42,40-50
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1929,7,1,1929,9,12,US-American,core_only,False,True,,43,40-50
5510,Manley Hudson,Male,Member of Section,LoN First Division,Legal,1886,1930,6,27,1930,9,12,US-American,core_only,False,True,,44,40-50
5068,Mann,Male,Temporary Collaborator,LoN First Division,Information,,1936,9,16,1936,10,14,Australian,core_only,False,True,,,
10919,Manual Juan Arocha,Male,Liaison Officer,LoN First Division,Information,1892,1922,11,1,1924,10,,Venezuelan,core_only,False,True,,30,20-30
10919,Manual Juan Arocha,Male,Member of Section,LoN First Division,Disarmament,1892,1924,10,,1925,,,Venezuelan,core_only,False,True,,32,30-40
10919,Manual Juan Arocha,Male,Member of Section,LoN First Division,Political,1892,1925,,,1936,4,18,Venezuelan,core_only,False,True,,33,30-40
5059,Manuel Aguirre de Cárcer,Male,Director,LoN First Division,Administrative and Minorities,1882,1928,10,8,1930,1,31,Spanish,core_only,False,True,,46,40-50
5109,Manuel Perez-Guerrero,Male,Member of Section,LoN First Division,Economic and Financial,,1937,10,18,1940,6,30,Venezuelan,core_only,False,True,,,
5109,Manuel Perez-Guerrero,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,1,1938,3,1,Venezuelan,core_only,False,True,,,
9480,Manuel Robert Paul Emile Nicole,Male,Clerk,LoN Second Division,Department III,1908,1944,9,4,1946,8,31,Swiss,core_only,False,False,,36,30-40
9480,Manuel Robert Paul Emile Nicole,Male,Clerk,LoN Second Division,Economic and Financial,1908,1935,2,1,1940,11,30,Swiss,core_only,False,True,,27,20-30
9480,Manuel Robert Paul Emile Nicole,Male,Clerk,LoN Second Division,Health,1908,1931,4,24,1935,1,31,Swiss,core_only,False,True,,23,20-30
4916,Marc August Nolda,Male,Member of Section,LoN First Division,Disarmament,,1926,7,30,1933,12,31,German,core_only,False,True,,,
5182,Marc Chavannes,Male,Temporary Collaborator,LoN First Division,Information,,1921,9,5,1921,9,,Swiss,core_only,False,True,,,
9922,Marc Frederic Diserens,Male,Temporary Collaborator,LoN First Division,Information,1877,1929,8,26,1929,9,28,Swiss,core_only,False,True,,52,50-60
4943,Marc Veillet-Lavallee,Male,League of Nations staff,League of Nations staff,Personnel Office,1901,1931,5,18,1931,11,22,French,core_only,False,False,,30,20-30
4943,Marc Veillet-Lavallee,Male,Member of Section,LoN First Division,Health,1901,1927,6,7,1940,12,31,French,core_only,False,True,,26,20-30
5256,Marcel Henri Prevost,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,9,1937,9,30,French,core_only,False,True,,,
5479,Marcel Hoden,Male,Chef de Cabinet,LoN First Division,Secretary-General's Office,1888,1933,7,1,1938,10,31,French,core_only,False,False,,45,40-50
5479,Marcel Hoden,Male,Member of Section,LoN First Division,Deputy Secretary-General's Office,1888,1931,1,1,1933,7,1,French,core_only,False,False,,43,40-50
5479,Marcel Hoden,Male,Member of Section,LoN First Division,Information,1888,1921,5,1,1931,1,1,French,core_only,False,True,,33,30-40
5562,Marcel Rosenberg,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Fifteenth Ordinary Session of the Assembly,,,,,,,,Russian,lonsea_all,False,False,,,
5562,Marcel Rosenberg,Male,League of Nations General Assembly Delegate,Representative,"General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",,,,,,,,Russian,lonsea_all,False,False,,,
5562,Marcel Rosenberg,Male,Under Secretary General,LoN First Division,Under Secretaries-Generals' in charge of Political  Office,,1935,1,1,1936,8,26,Russian,core_only,True,False,,,
8876,Marcelle Josephine Guiguet,Female,Shorthand Typist,LoN Second Division,Disarmament,1910,1931,4,1,1940,1,7,French,core_only,False,True,,21,20-30
8876,Marcelle Josephine Guiguet,Female,Shorthand Typist,LoN Second Division,Economic and Financial,1910,1930,10,6,1931,3,31,French,core_only,False,True,,20,14-20
8876,Marcelle Josephine Guiguet,Female,Shorthand Typist,LoN Second Division,Pool,1910,1927,5,4,1930,10,5,French,core_only,False,False,,17,14-20
11765,Marcello Boldrini,Male,Senior Assistant,LoN First Division,Economic and Financial,1890,1921,5,11,1922,10,3,Italian,core_only,False,True,,31,30-40
5554,Marcello Roddolo,Male,Member of Section,LoN First Division,Political,,1923,8,27,1934,9,30,Italian,core_only,False,True,,,
11227,Margaret Amy Bambridge Richardson,Female,Shorthand Typist,LoN Second Division,Pool,1885,1920,2,2,1921,5,15,British,core_only,False,False,,35,30-40
11227,Margaret Amy Bambridge Richardson,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1885,1921,5,15,1940,5,18,British,core_only,False,True,,36,30-40
11599,Margaret Brear,Female,Shorthand Typist,LoN Second Division,Administrative and Minorities,1895,1921,3,1,1934,7,31,British,core_only,False,True,,26,20-30
11327,Margaret Bryant,Female,Assistant,LoN Second Division,Economic and Financial,1870,1926,10,1,1927,7,31,British,core_only,False,True,,56,50-60
10784,Margaret Emily Wood,Female,Shorthand Typist,LoN Second Division,Pool,1903,1929,3,1,1932,3,2,British,core_only,False,False,,26,20-30
10784,Margaret Emily Wood,Female,Shorthand Typist,LoN Second Division,Pool,1903,1935,9,9,1935,9,22,British,core_only,False,False,,32,30-40
10784,Margaret Emily Wood,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1903,1932,3,3,1935,4,4,British,core_only,False,True,,29,20-30
12060,Margaret Ken Coutts,Female,Shorthand Typist,LoN Second Division,Health,1897,1932,6,13,1933,12,31,British,core_only,False,True,,35,30-40
12060,Margaret Ken Coutts,Female,Shorthand Typist,LoN Second Division,Pool,1897,1927,3,15,1932,6,12,British,core_only,False,False,,30,20-30
12060,Margaret Ken Coutts,Female,Shorthand Typist,LoN Second Division,Stenographic Services,1897,1934,1,1,1934,8,31,British,core_only,False,False,,37,30-40
12060,Margaret Ken Coutts,Female,Shorthand Typist,LoN Second Division,Stenographic Services,1897,1937,7,30,1937,8,18,British,core_only,False,False,,40,30-40
12060,Margaret Ken Coutts,Female,Shorthand Typist,LoN Second Division,Stenographic Services,1897,1937,9,15,1937,10,6,British,core_only,False,False,,40,30-40
11430,Margaret Mary Heath,Female,Shorthand Typist,LoN Second Division,Information,1902,1937,10,1,1940,1,31,British,core_only,False,True,,35,30-40
11430,Margaret Mary Heath,Female,Shorthand Typist,LoN Second Division,Pool,1902,1930,8,20,1937,9,30,British,core_only,False,False,,28,20-30
9462,Margaret Stoddart Nelson née Brown,Female,Shorthand Typist,LoN Second Division,Pool,1905,1931,1,1,,,,British,core_only,False,False,,26,20-30
9462,Margaret Stoddart Nelson née Brown,Female,Shorthand Typist,LoN Second Division,Pool,1905,1934,9,10,1934,9,27,British,core_only,False,False,,29,20-30
9462,Margaret Stoddart Nelson née Brown,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1905,1930,10,1,1930,12,31,British,core_only,False,True,,25,20-30
9462,Margaret Stoddart Nelson née Brown,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1905,,,,1932,2,29,British,core_only,False,True,,,
11042,Margareta Lammasch,Female,Senior Assistant,LoN First Division,Legal,1891,1921,6,30,1928,1,31,Austrian,core_only,False,True,,30,20-30
9285,Margaretha Elisabeth Clara Kempen,Female,Junior Assistant,LoN Second Division,Legal,1892,1922,1,16,1926,12,31,Dutch,core_only,False,True,,30,20-30
9629,Margery Winifred Perret née Buckle-Pickett,Female,Secretary-Shorthand-Typist,LoN Second Division,Financial  & Economic Intelligence Service,1909,1938,7,15,1940,5,17,British,core_only,False,True,,29,20-30
9629,Margery Winifred Perret née Buckle-Pickett,Female,Shorthand Typist,LoN Second Division,Pool,1909,1935,10,1,1938,7,14,British,core_only,False,False,,26,20-30
8880,Marguerite Louise Guillen,Female,Shorthand Typist,LoN Second Division,Legal,1899,1928,10,1,1939,6,30,,core_only,False,True,,29,20-30
8880,Marguerite Louise Guillen,Female,Shorthand Typist,LoN Second Division,Pool,1899,1920,9,27,1921,10,30,,core_only,False,False,,21,20-30
8880,Marguerite Louise Guillen,Female,Shorthand Typist,LoN Second Division,Pool,1899,1925,1,1,1928,9,30,,core_only,False,False,,26,20-30
8880,Marguerite Louise Guillen,Female,Shorthand Typist,LoN Second Division,Pool,1899,1945,10,15,1946,9,30,,core_only,False,False,,46,40-50
8880,Marguerite Louise Guillen,Female,Shorthand Typist,LoN Second Division,Russian Refugees,1899,1921,10,31,1924,12,31,,core_only,False,False,,22,20-30
9323,Marguerite Michell,Female,Clerk,LoN Second Division,Information,1894,1929,8,27,1929,11,9,British,core_only,False,True,,35,30-40
9323,Marguerite Michell,Female,Stenographer,LoN Second Division,Pool,1894,1924,8,31,,,,British,core_only,False,False,,30,20-30
9267,Maria Cristina Cantilo,Female,Secretary,LoN First Division,Intellectual Cooperation and International Bureaux,1908,1936,12,7,1938,12,6,Argentinian,core_only,False,True,,28,20-30
5195,Maria Elisabeth Ottilia de Steller,Female,Member of Section,LoN First Division,Social Questions and Opium Traffic,1898,1935,6,1,1940,7,13,Hungarian,core_only,False,True,,37,30-40
11444,Maria Henseler,Female,Superintendant,LoN Second Division,Information,1895,1928,5,12,1928,10,20,German,core_only,False,True,,33,30-40
4908,Maria Nielsen,Female,Temporary Collaborator,LoN First Division,Information,,1928,12,5,1928,12,19,Dane,core_only,False,True,,,
5385,Maria Palancar Moreno,Female,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,Spanish,core_only,False,True,,,
11625,Maria Rosa Cassani,Female,Clerical Assistant,LoN Second Division,Health,1898,1923,4,3,1923,8,,Italian,core_only,False,True,,25,20-30
10775,Maria Zwantje Neeltje Witteveen,Female,Junior Assistant,LoN Second Division,Health,1904,1931,5,1,1936,12,2,Dutch,core_only,False,True,,27,20-30
10775,Maria Zwantje Neeltje Witteveen,Female,Senior Assistant,LoN First Division,Library,1904,1936,12,3,1940,12,15,Dutch,core_only,False,False,,32,30-40
8963,Maria-Renata Manassewitsch,Female,Assistant,LoN Second Division,Social Questions and Opium Traffic,1912,1937,11,16,1938,3,31,Swiss,core_only,False,True,,25,20-30
10032,Marian Jackson,Female,Shorthand Typist,LoN Second Division,Legal,1898,1922,4,14,1922,7,13,British,core_only,False,True,,24,20-30
10032,Marian Jackson,Female,Shorthand Typist,LoN Second Division,Pool,1898,1920,10,27,1922,4,14,British,core_only,False,False,,22,20-30
10926,Marie Agnès Athurion,Female,Shorthand Typist,LoN Second Division,Pool,1902,1934,9,10,1934,9,27,French,core_only,False,False,,32,30-40
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Distribution of Documents,1902,1928,8,6,1928,10,13,French,core_only,False,False,,26,20-30
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Distribution of Documents,1902,1929,7,15,1929,9,25,French,core_only,False,False,,27,20-30
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Distribution of Documents,1902,1930,1,15,1934,9,10,French,core_only,False,False,,28,20-30
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Distribution of Documents,1902,1935,2,19,1935,3,9,French,core_only,False,False,,33,30-40
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Distribution of Documents,1902,1935,7,1,1935,8,3,French,core_only,False,False,,33,30-40
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Economic Relations,1902,1935,9,29,1946,7,31,French,core_only,False,True,,33,30-40
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Personnel Office,1902,1929,12,17,1930,1,15,French,core_only,False,False,,27,20-30
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Pool,1902,1935,4,15,1935,5,31,French,core_only,False,False,,33,30-40
10926,Marie Agnès Athurion,Female,Typist,LoN Second Division,Pool,1902,1935,9,4,1935,9,29,French,core_only,False,False,,33,30-40
12067,Marie Cresto,Female,Copyist,LoN Second Division,Pool,1900,1923,9,3,1923,9,29,Italian,core_only,False,False,,23,20-30
12067,Marie Cresto,Female,Copyist,LoN Second Division,Pool,1900,1924,8,29,1924,10,2,Italian,core_only,False,False,,24,20-30
12067,Marie Cresto,Female,Statistical Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1900,1921,7,1,1921,11,30,Italian,core_only,False,True,,21,20-30
11104,Marie De Regel,Female,Clerk,Clerk,Distribution of Documents,1894,1927,1,1,1934,8,28,Swiss,core_only,False,False,,33,30-40
11104,Marie De Regel,Female,Clerk,Clerk,Financial  & Economic Intelligence Service,1894,1934,8,28,1935,3,31,Swiss,core_only,False,True,,40,30-40
11104,Marie De Regel,Female,Clerk,Clerk,Library,1894,1926,8,,1927,1,1,Swiss,core_only,False,False,,32,30-40
9935,Marie Dobjinska,Female,Senior Assistant,LoN First Division,Communications and Transit,1895,1928,2,1,1937,5,31,Polish,core_only,False,True,,33,30-40
9935,Marie Dobjinska,Female,Senior Assistant,LoN First Division,Library,1895,1924,8,27,1928,1,31,Polish,core_only,False,False,,29,20-30
9598,Marie Fernande Pasquier née Guebey,Female,Shorthand Typist,LoN Second Division,Department III,1891,1939,7,15,1946,7,31,French,core_only,False,False,,48,40-50
9598,Marie Fernande Pasquier née Guebey,Female,Shorthand Typist,LoN Second Division,Economic and Financial,1891,1920,11,30,1939,7,14,French,core_only,False,True,,29,20-30
9598,Marie Fernande Pasquier née Guebey,Female,Shorthand Typist,LoN Second Division,Pool,1891,1920,11,10,1920,11,29,French,core_only,False,False,,29,20-30
8783,Marie Gordon,Female,Clerk,LoN Second Division,Health,1885,1923,4,24,1940,1,31,Polish,core_only,False,True,,38,30-40
10173,Marie Henriette Schmitt,Female,Clerk,LoN Second Division,Library,1888,1923,3,19,1923,7,31,French,core_only,False,False,,35,30-40
10173,Marie Henriette Schmitt,Female,Clerk,LoN Second Division,Library,1888,1923,10,1,1923,12,31,French,core_only,False,False,,35,30-40
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Minorities,1888,1926,6,1,1933,12,31,French,core_only,False,True,,38,30-40
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Pool,1888,1922,2,28,1922,3,20,French,core_only,False,False,,34,30-40
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Pool,1888,1922,7,14,1923,3,18,French,core_only,False,False,,34,30-40
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Pool,1888,1923,8,1,1923,9,30,French,core_only,False,False,,35,30-40
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Pool,1888,1924,1,1,1926,5,31,French,core_only,False,False,,36,30-40
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Pool,1888,1934,1,1,1940,5,17,French,core_only,False,False,,46,40-50
10173,Marie Henriette Schmitt,Female,Shorthand Typist,LoN Second Division,Russian Refugees,1888,1922,3,21,1922,7,13,French,core_only,False,False,,34,30-40
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Council,1879,1921,3,5,1921,4,20,French,core_only,False,False,,42,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Council,1879,1923,1,29,1923,5,26,French,core_only,False,False,,44,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Council,1879,1931,11,16,,,,French,core_only,False,False,,52,50-60
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Health,1879,1923,5,26,1923,8,8,French,core_only,False,True,,44,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1922,8,30,1922,9,30,French,core_only,False,False,,43,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1923,8,8,1923,8,21,French,core_only,False,False,,44,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1924,8,29,1924,10,2,French,core_only,False,False,,45,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1924,12,8,1924,12,28,French,core_only,False,False,,45,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1925,9,7,1925,9,25,French,core_only,False,False,,46,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1926,6,24,1926,7,3,French,core_only,False,False,,47,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1929,9,2,1929,9,25,French,core_only,False,False,,50,40-50
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1930,9,10,1930,10,4,French,core_only,False,False,,51,50-60
11505,Marie Hingre,Female,Shorthand Typist,LoN Second Division,Pool,1879,1931,9,7,1931,9,27,French,core_only,False,False,,52,50-60
